id,provider_id,provider_name,state_id,county_id,source_url,source_host,clue_page_type,clue_field,current_status,decision,clue_page_url,clue_value,clue_text,review_notes,reviewed_by
prov-acc-review__tx-clinic-tch-autism__contact_page__interpreter_available,tx-clinic-tch-autism,Texas Children's Hospital Autism Center / Meyer Center,texas,harris-tx,https://www.texaschildrens.org/departments/autism-center,texaschildrens.org,contact_page,interpreter_available,queued,,,,,"Seeded review task for Texas Children's Hospital Autism Center / Meyer Center. Check for explicit languages, multilingual phone lines, interpreter wording, and contact-form language choices. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-tch-autism__contact_page__languages,tx-clinic-tch-autism,Texas Children's Hospital Autism Center / Meyer Center,texas,harris-tx,https://www.texaschildrens.org/departments/autism-center,texaschildrens.org,contact_page,languages,queued,,,,,"Seeded review task for Texas Children's Hospital Autism Center / Meyer Center. Check for explicit languages, multilingual phone lines, interpreter wording, and contact-form language choices. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-tch-autism__contact_page__next_step_type,tx-clinic-tch-autism,Texas Children's Hospital Autism Center / Meyer Center,texas,harris-tx,https://www.texaschildrens.org/departments/autism-center,texaschildrens.org,contact_page,next_step_type,queued,,,,,"Seeded review task for Texas Children's Hospital Autism Center / Meyer Center. Check for explicit languages, multilingual phone lines, interpreter wording, and contact-form language choices. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-tch-autism__faq_page__accessibility_notes,tx-clinic-tch-autism,Texas Children's Hospital Autism Center / Meyer Center,texas,harris-tx,https://www.texaschildrens.org/departments/autism-center,texaschildrens.org,faq_page,accessibility_notes,queued,,,,,"Seeded review task for Texas Children's Hospital Autism Center / Meyer Center. Check FAQ or family-support pages for explicit telehealth, language, or support-service wording. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-tch-autism__patient_services__accessibility_notes,tx-clinic-tch-autism,Texas Children's Hospital Autism Center / Meyer Center,texas,harris-tx,https://www.texaschildrens.org/departments/autism-center,texaschildrens.org,patient_services,accessibility_notes,queued,,,,,"Seeded review task for Texas Children's Hospital Autism Center / Meyer Center. Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-tch-autism__patient_services__home_visits,tx-clinic-tch-autism,Texas Children's Hospital Autism Center / Meyer Center,texas,harris-tx,https://www.texaschildrens.org/departments/autism-center,texaschildrens.org,patient_services,home_visits,queued,,,,,"Seeded review task for Texas Children's Hospital Autism Center / Meyer Center. Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-tch-autism__patient_services__transportation_help,tx-clinic-tch-autism,Texas Children's Hospital Autism Center / Meyer Center,texas,harris-tx,https://www.texaschildrens.org/departments/autism-center,texaschildrens.org,patient_services,transportation_help,queued,,,,,"Seeded review task for Texas Children's Hospital Autism Center / Meyer Center. Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-tch-autism__patient_services__wheelchair_accessible,tx-clinic-tch-autism,Texas Children's Hospital Autism Center / Meyer Center,texas,harris-tx,https://www.texaschildrens.org/departments/autism-center,texaschildrens.org,patient_services,wheelchair_accessible,queued,,,,,"Seeded review task for Texas Children's Hospital Autism Center / Meyer Center. Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-tch-autism__program_overview__application_url,tx-clinic-tch-autism,Texas Children's Hospital Autism Center / Meyer Center,texas,harris-tx,https://www.texaschildrens.org/departments/autism-center,texaschildrens.org,program_overview,application_url,queued,,,,,"Seeded review task for Texas Children's Hospital Autism Center / Meyer Center. Check the main program page for language, referral, family-support, and intake or eligibility instructions. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-tch-autism__program_overview__in_person_services,tx-clinic-tch-autism,Texas Children's Hospital Autism Center / Meyer Center,texas,harris-tx,https://www.texaschildrens.org/departments/autism-center,texaschildrens.org,program_overview,in_person_services,queued,,,,,"Seeded review task for Texas Children's Hospital Autism Center / Meyer Center. Check the main program page for language, referral, family-support, and intake or eligibility instructions. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-tch-autism__program_overview__requirements,tx-clinic-tch-autism,Texas Children's Hospital Autism Center / Meyer Center,texas,harris-tx,https://www.texaschildrens.org/departments/autism-center,texaschildrens.org,program_overview,requirements,queued,,,,,"Seeded review task for Texas Children's Hospital Autism Center / Meyer Center. Check the main program page for language, referral, family-support, and intake or eligibility instructions. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-tch-autism__telehealth_page__virtual_services,tx-clinic-tch-autism,Texas Children's Hospital Autism Center / Meyer Center,texas,harris-tx,https://www.texaschildrens.org/departments/autism-center,texaschildrens.org,telehealth_page,virtual_services,queued,,,,,"Seeded review task for Texas Children's Hospital Autism Center / Meyer Center. Check for explicit telehealth, virtual visit, or remote therapy statements. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-ttuhsc-burkhart__accessibility_page__asl_available,tx-clinic-ttuhsc-burkhart,TTUHSC Burkhart Center for Autism Education & Research,texas,lubbock-tx,https://www.depts.ttu.edu/burkhartcenter/,depts.ttu.edu,accessibility_page,asl_available,queued,,,,,"Seeded review task for TTUHSC Burkhart Center for Autism Education & Research. Check official accessibility or interpreter pages for language access, ASL, wheelchair, and patient-access statements that plausibly apply to clinic visits. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-ttuhsc-burkhart__accessibility_page__interpreter_available,tx-clinic-ttuhsc-burkhart,TTUHSC Burkhart Center for Autism Education & Research,texas,lubbock-tx,https://www.depts.ttu.edu/burkhartcenter/,depts.ttu.edu,accessibility_page,interpreter_available,queued,,,,,"Seeded review task for TTUHSC Burkhart Center for Autism Education & Research. Check official accessibility or interpreter pages for language access, ASL, wheelchair, and patient-access statements that plausibly apply to clinic visits. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-ttuhsc-burkhart__accessibility_page__wheelchair_accessible,tx-clinic-ttuhsc-burkhart,TTUHSC Burkhart Center for Autism Education & Research,texas,lubbock-tx,https://www.depts.ttu.edu/burkhartcenter/,depts.ttu.edu,accessibility_page,wheelchair_accessible,queued,,,,,"Seeded review task for TTUHSC Burkhart Center for Autism Education & Research. Check official accessibility or interpreter pages for language access, ASL, wheelchair, and patient-access statements that plausibly apply to clinic visits. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-ttuhsc-burkhart__appointment_page__referral_url,tx-clinic-ttuhsc-burkhart,TTUHSC Burkhart Center for Autism Education & Research,texas,lubbock-tx,https://www.depts.ttu.edu/burkhartcenter/,depts.ttu.edu,appointment_page,referral_url,queued,,,,,"Seeded review task for TTUHSC Burkhart Center for Autism Education & Research. Check scheduling and referral pages for interpreter requests, telehealth, appointment-required, and referral-required wording. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-ttuhsc-burkhart__appointment_page__requirements,tx-clinic-ttuhsc-burkhart,TTUHSC Burkhart Center for Autism Education & Research,texas,lubbock-tx,https://www.depts.ttu.edu/burkhartcenter/,depts.ttu.edu,appointment_page,requirements,queued,,,,,"Seeded review task for TTUHSC Burkhart Center for Autism Education & Research. Check scheduling and referral pages for interpreter requests, telehealth, appointment-required, and referral-required wording. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-ttuhsc-burkhart__appointment_page__virtual_services,tx-clinic-ttuhsc-burkhart,TTUHSC Burkhart Center for Autism Education & Research,texas,lubbock-tx,https://www.depts.ttu.edu/burkhartcenter/,depts.ttu.edu,appointment_page,virtual_services,queued,,,,,"Seeded review task for TTUHSC Burkhart Center for Autism Education & Research. Check scheduling and referral pages for interpreter requests, telehealth, appointment-required, and referral-required wording. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-ttuhsc-burkhart__contact_page__interpreter_available,tx-clinic-ttuhsc-burkhart,TTUHSC Burkhart Center for Autism Education & Research,texas,lubbock-tx,https://www.depts.ttu.edu/burkhartcenter/,depts.ttu.edu,contact_page,interpreter_available,queued,,,,,"Seeded review task for TTUHSC Burkhart Center for Autism Education & Research. Check for explicit languages, multilingual phone lines, interpreter wording, and contact-form language choices. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-ttuhsc-burkhart__contact_page__languages,tx-clinic-ttuhsc-burkhart,TTUHSC Burkhart Center for Autism Education & Research,texas,lubbock-tx,https://www.depts.ttu.edu/burkhartcenter/,depts.ttu.edu,contact_page,languages,queued,,,,,"Seeded review task for TTUHSC Burkhart Center for Autism Education & Research. Check for explicit languages, multilingual phone lines, interpreter wording, and contact-form language choices. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-ttuhsc-burkhart__contact_page__next_step_type,tx-clinic-ttuhsc-burkhart,TTUHSC Burkhart Center for Autism Education & Research,texas,lubbock-tx,https://www.depts.ttu.edu/burkhartcenter/,depts.ttu.edu,contact_page,next_step_type,queued,,,,,"Seeded review task for TTUHSC Burkhart Center for Autism Education & Research. Check for explicit languages, multilingual phone lines, interpreter wording, and contact-form language choices. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-ttuhsc-burkhart__faq_page__accessibility_notes,tx-clinic-ttuhsc-burkhart,TTUHSC Burkhart Center for Autism Education & Research,texas,lubbock-tx,https://www.depts.ttu.edu/burkhartcenter/,depts.ttu.edu,faq_page,accessibility_notes,queued,,,,,"Seeded review task for TTUHSC Burkhart Center for Autism Education & Research. Check FAQ or family-support pages for explicit telehealth, language, or support-service wording. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-ttuhsc-burkhart__patient_services__accessibility_notes,tx-clinic-ttuhsc-burkhart,TTUHSC Burkhart Center for Autism Education & Research,texas,lubbock-tx,https://www.depts.ttu.edu/burkhartcenter/,depts.ttu.edu,patient_services,accessibility_notes,queued,,,,,"Seeded review task for TTUHSC Burkhart Center for Autism Education & Research. Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-ttuhsc-burkhart__patient_services__home_visits,tx-clinic-ttuhsc-burkhart,TTUHSC Burkhart Center for Autism Education & Research,texas,lubbock-tx,https://www.depts.ttu.edu/burkhartcenter/,depts.ttu.edu,patient_services,home_visits,queued,,,,,"Seeded review task for TTUHSC Burkhart Center for Autism Education & Research. Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-ttuhsc-burkhart__patient_services__transportation_help,tx-clinic-ttuhsc-burkhart,TTUHSC Burkhart Center for Autism Education & Research,texas,lubbock-tx,https://www.depts.ttu.edu/burkhartcenter/,depts.ttu.edu,patient_services,transportation_help,queued,,,,,"Seeded review task for TTUHSC Burkhart Center for Autism Education & Research. Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-ttuhsc-burkhart__patient_services__wheelchair_accessible,tx-clinic-ttuhsc-burkhart,TTUHSC Burkhart Center for Autism Education & Research,texas,lubbock-tx,https://www.depts.ttu.edu/burkhartcenter/,depts.ttu.edu,patient_services,wheelchair_accessible,queued,,,,,"Seeded review task for TTUHSC Burkhart Center for Autism Education & Research. Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-ttuhsc-burkhart__program_overview__application_url,tx-clinic-ttuhsc-burkhart,TTUHSC Burkhart Center for Autism Education & Research,texas,lubbock-tx,https://www.depts.ttu.edu/burkhartcenter/,depts.ttu.edu,program_overview,application_url,queued,,,,,"Seeded review task for TTUHSC Burkhart Center for Autism Education & Research. Check the main program page for language, referral, family-support, and intake or eligibility instructions. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-ttuhsc-burkhart__program_overview__in_person_services,tx-clinic-ttuhsc-burkhart,TTUHSC Burkhart Center for Autism Education & Research,texas,lubbock-tx,https://www.depts.ttu.edu/burkhartcenter/,depts.ttu.edu,program_overview,in_person_services,queued,,,,,"Seeded review task for TTUHSC Burkhart Center for Autism Education & Research. Check the main program page for language, referral, family-support, and intake or eligibility instructions. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-ttuhsc-burkhart__program_overview__requirements,tx-clinic-ttuhsc-burkhart,TTUHSC Burkhart Center for Autism Education & Research,texas,lubbock-tx,https://www.depts.ttu.edu/burkhartcenter/,depts.ttu.edu,program_overview,requirements,queued,,,,,"Seeded review task for TTUHSC Burkhart Center for Autism Education & Research. Check the main program page for language, referral, family-support, and intake or eligibility instructions. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-utd-callier__accessibility_page__asl_available,tx-clinic-utd-callier,UT Dallas Callier Center for Communication Disorders,texas,dallas-tx,https://calliercenter.utdallas.edu,calliercenter.utdallas.edu,accessibility_page,asl_available,queued,,,,,"Seeded review task for UT Dallas Callier Center for Communication Disorders. Check official accessibility or interpreter pages for language access, ASL, wheelchair, and patient-access statements that plausibly apply to clinic visits. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-utd-callier__accessibility_page__interpreter_available,tx-clinic-utd-callier,UT Dallas Callier Center for Communication Disorders,texas,dallas-tx,https://calliercenter.utdallas.edu,calliercenter.utdallas.edu,accessibility_page,interpreter_available,queued,,,,,"Seeded review task for UT Dallas Callier Center for Communication Disorders. Check official accessibility or interpreter pages for language access, ASL, wheelchair, and patient-access statements that plausibly apply to clinic visits. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-utd-callier__accessibility_page__wheelchair_accessible,tx-clinic-utd-callier,UT Dallas Callier Center for Communication Disorders,texas,dallas-tx,https://calliercenter.utdallas.edu,calliercenter.utdallas.edu,accessibility_page,wheelchair_accessible,queued,,,,,"Seeded review task for UT Dallas Callier Center for Communication Disorders. Check official accessibility or interpreter pages for language access, ASL, wheelchair, and patient-access statements that plausibly apply to clinic visits. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-utd-callier__appointment_page__referral_url,tx-clinic-utd-callier,UT Dallas Callier Center for Communication Disorders,texas,dallas-tx,https://calliercenter.utdallas.edu,calliercenter.utdallas.edu,appointment_page,referral_url,queued,,,,,"Seeded review task for UT Dallas Callier Center for Communication Disorders. Check scheduling and referral pages for interpreter requests, telehealth, appointment-required, and referral-required wording. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-utd-callier__appointment_page__requirements,tx-clinic-utd-callier,UT Dallas Callier Center for Communication Disorders,texas,dallas-tx,https://calliercenter.utdallas.edu,calliercenter.utdallas.edu,appointment_page,requirements,queued,,,,,"Seeded review task for UT Dallas Callier Center for Communication Disorders. Check scheduling and referral pages for interpreter requests, telehealth, appointment-required, and referral-required wording. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-utd-callier__appointment_page__virtual_services,tx-clinic-utd-callier,UT Dallas Callier Center for Communication Disorders,texas,dallas-tx,https://calliercenter.utdallas.edu,calliercenter.utdallas.edu,appointment_page,virtual_services,queued,,,,,"Seeded review task for UT Dallas Callier Center for Communication Disorders. Check scheduling and referral pages for interpreter requests, telehealth, appointment-required, and referral-required wording. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-utd-callier__contact_page__interpreter_available,tx-clinic-utd-callier,UT Dallas Callier Center for Communication Disorders,texas,dallas-tx,https://calliercenter.utdallas.edu,calliercenter.utdallas.edu,contact_page,interpreter_available,queued,,,,,"Seeded review task for UT Dallas Callier Center for Communication Disorders. Check for explicit languages, multilingual phone lines, interpreter wording, and contact-form language choices. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-utd-callier__contact_page__languages,tx-clinic-utd-callier,UT Dallas Callier Center for Communication Disorders,texas,dallas-tx,https://calliercenter.utdallas.edu,calliercenter.utdallas.edu,contact_page,languages,queued,,,,,"Seeded review task for UT Dallas Callier Center for Communication Disorders. Check for explicit languages, multilingual phone lines, interpreter wording, and contact-form language choices. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-utd-callier__contact_page__next_step_type,tx-clinic-utd-callier,UT Dallas Callier Center for Communication Disorders,texas,dallas-tx,https://calliercenter.utdallas.edu,calliercenter.utdallas.edu,contact_page,next_step_type,queued,,,,,"Seeded review task for UT Dallas Callier Center for Communication Disorders. Check for explicit languages, multilingual phone lines, interpreter wording, and contact-form language choices. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-utd-callier__patient_services__accessibility_notes,tx-clinic-utd-callier,UT Dallas Callier Center for Communication Disorders,texas,dallas-tx,https://calliercenter.utdallas.edu,calliercenter.utdallas.edu,patient_services,accessibility_notes,queued,,,,,"Seeded review task for UT Dallas Callier Center for Communication Disorders. Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-utd-callier__patient_services__home_visits,tx-clinic-utd-callier,UT Dallas Callier Center for Communication Disorders,texas,dallas-tx,https://calliercenter.utdallas.edu,calliercenter.utdallas.edu,patient_services,home_visits,queued,,,,,"Seeded review task for UT Dallas Callier Center for Communication Disorders. Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-utd-callier__patient_services__transportation_help,tx-clinic-utd-callier,UT Dallas Callier Center for Communication Disorders,texas,dallas-tx,https://calliercenter.utdallas.edu,calliercenter.utdallas.edu,patient_services,transportation_help,queued,,,,,"Seeded review task for UT Dallas Callier Center for Communication Disorders. Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-utd-callier__patient_services__wheelchair_accessible,tx-clinic-utd-callier,UT Dallas Callier Center for Communication Disorders,texas,dallas-tx,https://calliercenter.utdallas.edu,calliercenter.utdallas.edu,patient_services,wheelchair_accessible,queued,,,,,"Seeded review task for UT Dallas Callier Center for Communication Disorders. Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-utd-callier__program_overview__application_url,tx-clinic-utd-callier,UT Dallas Callier Center for Communication Disorders,texas,dallas-tx,https://calliercenter.utdallas.edu,calliercenter.utdallas.edu,program_overview,application_url,queued,,,,,"Seeded review task for UT Dallas Callier Center for Communication Disorders. Check the main program page for language, referral, family-support, and intake or eligibility instructions. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-utd-callier__program_overview__in_person_services,tx-clinic-utd-callier,UT Dallas Callier Center for Communication Disorders,texas,dallas-tx,https://calliercenter.utdallas.edu,calliercenter.utdallas.edu,program_overview,in_person_services,queued,,,,,"Seeded review task for UT Dallas Callier Center for Communication Disorders. Check the main program page for language, referral, family-support, and intake or eligibility instructions. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-utd-callier__program_overview__requirements,tx-clinic-utd-callier,UT Dallas Callier Center for Communication Disorders,texas,dallas-tx,https://calliercenter.utdallas.edu,calliercenter.utdallas.edu,program_overview,requirements,queued,,,,,"Seeded review task for UT Dallas Callier Center for Communication Disorders. Check the main program page for language, referral, family-support, and intake or eligibility instructions. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-utd-callier__telehealth_page__virtual_services,tx-clinic-utd-callier,UT Dallas Callier Center for Communication Disorders,texas,dallas-tx,https://calliercenter.utdallas.edu,calliercenter.utdallas.edu,telehealth_page,virtual_services,queued,,,,,"Seeded review task for UT Dallas Callier Center for Communication Disorders. Check for explicit telehealth, virtual visit, or remote therapy statements. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-uth-autism__accessibility_page__asl_available,tx-clinic-uth-autism,UT Health Houston Center for Autism and Developmental Disabilities,texas,harris-tx,https://www.uth.edu,uth.edu,accessibility_page,asl_available,queued,,,,,"Seeded review task for UT Health Houston Center for Autism and Developmental Disabilities. Check official accessibility or interpreter pages for language access, ASL, wheelchair, and patient-access statements that plausibly apply to clinic visits. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-uth-autism__accessibility_page__interpreter_available,tx-clinic-uth-autism,UT Health Houston Center for Autism and Developmental Disabilities,texas,harris-tx,https://www.uth.edu,uth.edu,accessibility_page,interpreter_available,queued,,,,,"Seeded review task for UT Health Houston Center for Autism and Developmental Disabilities. Check official accessibility or interpreter pages for language access, ASL, wheelchair, and patient-access statements that plausibly apply to clinic visits. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-uth-autism__accessibility_page__wheelchair_accessible,tx-clinic-uth-autism,UT Health Houston Center for Autism and Developmental Disabilities,texas,harris-tx,https://www.uth.edu,uth.edu,accessibility_page,wheelchair_accessible,queued,,,,,"Seeded review task for UT Health Houston Center for Autism and Developmental Disabilities. Check official accessibility or interpreter pages for language access, ASL, wheelchair, and patient-access statements that plausibly apply to clinic visits. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-uth-autism__appointment_page__referral_url,tx-clinic-uth-autism,UT Health Houston Center for Autism and Developmental Disabilities,texas,harris-tx,https://www.uth.edu,uth.edu,appointment_page,referral_url,queued,,,,,"Seeded review task for UT Health Houston Center for Autism and Developmental Disabilities. Check scheduling and referral pages for interpreter requests, telehealth, appointment-required, and referral-required wording. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-uth-autism__appointment_page__requirements,tx-clinic-uth-autism,UT Health Houston Center for Autism and Developmental Disabilities,texas,harris-tx,https://www.uth.edu,uth.edu,appointment_page,requirements,queued,,,,,"Seeded review task for UT Health Houston Center for Autism and Developmental Disabilities. Check scheduling and referral pages for interpreter requests, telehealth, appointment-required, and referral-required wording. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-uth-autism__appointment_page__virtual_services,tx-clinic-uth-autism,UT Health Houston Center for Autism and Developmental Disabilities,texas,harris-tx,https://www.uth.edu,uth.edu,appointment_page,virtual_services,queued,,,,,"Seeded review task for UT Health Houston Center for Autism and Developmental Disabilities. Check scheduling and referral pages for interpreter requests, telehealth, appointment-required, and referral-required wording. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-uth-autism__contact_page__interpreter_available,tx-clinic-uth-autism,UT Health Houston Center for Autism and Developmental Disabilities,texas,harris-tx,https://www.uth.edu,uth.edu,contact_page,interpreter_available,queued,,,,,"Seeded review task for UT Health Houston Center for Autism and Developmental Disabilities. Check for explicit languages, multilingual phone lines, interpreter wording, and contact-form language choices. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-uth-autism__contact_page__languages,tx-clinic-uth-autism,UT Health Houston Center for Autism and Developmental Disabilities,texas,harris-tx,https://www.uth.edu,uth.edu,contact_page,languages,queued,,,,,"Seeded review task for UT Health Houston Center for Autism and Developmental Disabilities. Check for explicit languages, multilingual phone lines, interpreter wording, and contact-form language choices. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-uth-autism__contact_page__next_step_type,tx-clinic-uth-autism,UT Health Houston Center for Autism and Developmental Disabilities,texas,harris-tx,https://www.uth.edu,uth.edu,contact_page,next_step_type,queued,,,,,"Seeded review task for UT Health Houston Center for Autism and Developmental Disabilities. Check for explicit languages, multilingual phone lines, interpreter wording, and contact-form language choices. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-uth-autism__faq_page__accessibility_notes,tx-clinic-uth-autism,UT Health Houston Center for Autism and Developmental Disabilities,texas,harris-tx,https://www.uth.edu,uth.edu,faq_page,accessibility_notes,queued,,,,,"Seeded review task for UT Health Houston Center for Autism and Developmental Disabilities. Check FAQ or family-support pages for explicit telehealth, language, or support-service wording. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-uth-autism__patient_services__accessibility_notes,tx-clinic-uth-autism,UT Health Houston Center for Autism and Developmental Disabilities,texas,harris-tx,https://www.uth.edu,uth.edu,patient_services,accessibility_notes,queued,,,,,"Seeded review task for UT Health Houston Center for Autism and Developmental Disabilities. Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-uth-autism__patient_services__home_visits,tx-clinic-uth-autism,UT Health Houston Center for Autism and Developmental Disabilities,texas,harris-tx,https://www.uth.edu,uth.edu,patient_services,home_visits,queued,,,,,"Seeded review task for UT Health Houston Center for Autism and Developmental Disabilities. Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-uth-autism__patient_services__transportation_help,tx-clinic-uth-autism,UT Health Houston Center for Autism and Developmental Disabilities,texas,harris-tx,https://www.uth.edu,uth.edu,patient_services,transportation_help,queued,,,,,"Seeded review task for UT Health Houston Center for Autism and Developmental Disabilities. Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-uth-autism__patient_services__wheelchair_accessible,tx-clinic-uth-autism,UT Health Houston Center for Autism and Developmental Disabilities,texas,harris-tx,https://www.uth.edu,uth.edu,patient_services,wheelchair_accessible,queued,,,,,"Seeded review task for UT Health Houston Center for Autism and Developmental Disabilities. Check patient services or patient info pages for transportation, accessibility, interpreter, and family-support notes. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-uth-autism__program_overview__application_url,tx-clinic-uth-autism,UT Health Houston Center for Autism and Developmental Disabilities,texas,harris-tx,https://www.uth.edu,uth.edu,program_overview,application_url,queued,,,,,"Seeded review task for UT Health Houston Center for Autism and Developmental Disabilities. Check the main program page for language, referral, family-support, and intake or eligibility instructions. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
prov-acc-review__tx-clinic-uth-autism__program_overview__in_person_services,tx-clinic-uth-autism,UT Health Houston Center for Autism and Developmental Disabilities,texas,harris-tx,https://www.uth.edu,uth.edu,program_overview,in_person_services,queued,,,,,"Seeded review task for UT Health Houston Center for Autism and Developmental Disabilities. Check the main program page for language, referral, family-support, and intake or eligibility instructions. Do not promote without explicit first-party evidence captured in clue text or clue page URL.",
